nombre;nif;email;telefono;direccion;provincia
PROM. IND. NAVES DE MADRID, S.A.;;;918141513;CUBAS, 3 - POL. IND. LAS NACIONES, 00604;GRIÑO, ESPAÑA
PROM. INM. GRECOMIR, S.L.;;;925540181;GRECO, 11, 00776;ILLESCAS, ESPAÑA
PROM. INM. SALINAS, S.A.;;;916097565;POLVORANCA, 18, 00515;MADRID, ESPAÑA
PROM. PEREZ, S.L.;;;918159465;MADRID, 43  LOCAL  3, 00640;HUMANES DE MADRID, ESPAÑA
PROM. VI, S.A.;;;915282528;DELICIAS, 7, 00671;MADRID, ESPAÑA
PROM. VIV. SANCHEZ PRIMO, S.A.;;;918710226;AVDA. DEL EJERCITO, 3, 00508;ARGANDA DEL REY, ESPAÑA
PROM. Y CONST. GOMEZ ORS, S.L.;;;008015027;LAS ESTRELLAS, 41 BIS, 00742;CIEMPOZUELOS, ESPAÑA
PROM. Y CONSTRUCCIONES ALONSO E HIJOS, S.A.;;alonsohijos@iservicesmail.com;534-90-57;PORTUGAL, 2-ENTLO., 01767;GIJON, ESPAÑA
PROM. Y CTNES. ATALAYA DEL SUR, S.L.;;;000000000;CAPELLANES, 12   3º, 00883;GETAFE, ESPAÑA
PROM. Y CTNES. HERGAHER, S.L.;;;000511240;LOS MARTIRES, 24, 01896;ILLESCAS, ESPAÑA
PROM. Y CTNES. J. SANCHEZ, S.L.;;;916650329;TOLEDO, 27, 00655;GETAFE, ESPAÑA
PROM. Y CTNES. LAUVAR, S.A.;;rayuso@lauvar.com;007261507;PASEO MARQUES DE ZAFRA, 13, 01676;MADRID, ESPAÑA
PROM. Y CTNES. PERGO, S.A.;;;008169730;CAMINO DE CUBAS, S/N, 00854;TORREJON DE LA CALZADA, ESPAÑA
PROM. Y CTNES. RAMOS OCAÑA, C.B.;;;000000000;REAL, 01395;YUNCOS, ESPAÑA
PROM. Y EJECUCIONES J.F., S.L.;;;000507807;VIDAL GARCIA SEVES, LOCAL 4, 01584;YELES, ESPAÑA
PROM. Y GESTION DE VVDAS EN MEJORADA MARSARI, S.L.;;;008832324;DE LA VISERA, 2, 02560;LOS SANTOS DE LA HUMOSA, ESPAÑA
PROM. Y OBRAS SATER, S.L.;;;000540769;AVDA. CASTILLA LA MANCHA, 87  1º, 01247;ILLESCAS, ESPAÑA
PROMALOP, S.L.;;;001268990;SILICIO, 1  POL. IND. P 29, 02207;COLLADO VILLALBA, ESPAÑA
PROMITRANS, S.L.;;;005607626;ORENSE, 8 1º  PLANTA, 00936;MADRID, ESPAÑA
PROMLLACHAN, S.L.;;;001030232;FERRAN EL CATOLIC, Nº 1 BAJO, 03041;ALCACER, ESPAÑA
PROMOBAR INSTALACIONES, S.L.;;;000000000;DE ROMA, 43 POST., 01766;COSLADA, ESPAÑA
PROMOCION, CONST. Y MANT. INTEGRAL, S.A.;;;004777747;CARLOS MARTIN ALVAREZ, 21-LOCAL 4, 01678;MADRID, ESPAÑA
PROMOCIÓN, GESTIÓN Y MARKETING INMOBILIARIO, S.L.;;;000000000;HERNÁN CORTÉS, 5, 03010;CACERES, ESPAÑA
PROMOCIONES ARANGUIZ, S.A.U.;;aranguiz@aranguiz.info;000228288;PINTOR TEODORO DOUBLANG, 5 BAJO, 02861;VITORIA, ESPAÑA
PROMOCIONES CASCOS, S.A.;;;005195648;LIBERTAD, 21  1ºB, 02356;GIJON, ESPAÑA
PROMOCIONES EVAN TRES, S.L.;;;000000000;ARROYO DE LA POZA, NAVE 17, 01670;VALDETORRES DEL JARAMA, ESPAÑA
PROMOCIONES EVESMA, S.L.;;;606990453;OSIRIS, 11, 00838;HUMANES DE MADRID, ESPAÑA
PROMOCIONES HERMANOS LAHULE, S.L.;;flg@bbhouses.es;000000000;MAYOR, 1BIS, 1º B, 02936;GRIÑON, ESPAÑA
PROMOCIONES IBAIALDE 2004, S.L.;;eo@etxeonenak.com;000429521;PASEO LUGARITZ, 21 EDIF. SUKIA, 02277;DONOSTI, ESPAÑA
PROMOCIONES INMOBILIARIAS PINUR, S.L.;;;000000000;SAN ANTONIO, 18, 02987;CALZADA DE CALATRAVA, ESPAÑA
PROMOCIONES INMOBILIARIAS PROBILD, S.L.;;info@probild.es;000838877;HUESCA, 16 LOCAL 1, 02534;ALCAÑIZ, ESPAÑA
PROMOCIONES INMOBILIRIAS SERMOCA, S.A.;;;005973882;GENERAL VARELA, 1- LOCAL DCHO., 01732;MADRID, ESPAÑA
PROMOCIONES INTELVIL, S.L.;;jmrubio1970@gmail.com;000145454;MEDICO PEREZ COMPANY, 19, BAJO DCHA., 02366;ALMERIA, ESPAÑA
PROMOCIONES JALUC, S.L.;;;005661003;DE LA LIBERTAD, 00075;SAN VICENTE DEL RASPEIG, ESPAÑA
PROMOCIONES JULIO FEO, S.L.;;;987237836;PALOMERA, 2, 00461;LEON, ESPAÑA
PROMOCIONES LEVANTINO ARAGONESAS, S.A.;;;003142527;ROSARIO ROMERO, 25, 02688;MADRID, ESPAÑA
PROMOCIONES PROVIESTILO, S.A.;;pablo@proviestilo.e.telefonica.net;6055749 / 50;RIO EBRO, 4 BIS, 1º A, 01703;PARLA, ESPAÑA
PROMOCIONES RIO OJAILEN, S.L.;;duquejds@hotmailcom;000425283;MESTANZA, KM. 1, 02894;PUERTOLLANO, ESPAÑA
PROMOCIONES SERRANO GARCIA 2005, S.L.;;construman@wanadoo.es;000000000;GENERAL PERON, 26  4º  IZDA., 01013;MADRID, ESPAÑA
PROMOCIONES STILLALIVE, S.L.;;promocionesstillalive@gmail.com;000000000;REYES CATÓLICOS, 1 BAJO, 02509;MURCIA, ESPAÑA
PROMOCIONES Y CONSTRUCCIONES PYC, S.L.;;;005140300;GLORIETA DE CUATRO CAMINOS, 6 - 7, 01596;MADRID, ESPAÑA
PROMOCIONS I HABITATGES PRIHA, S.A.;;;004486064;MASNOU, 37, ENTRESUELO 2, 02263;HOSPITALET DE LLOBREGAT, ESPAÑA
PROMOILLESCAS, S.L.;;neumaticos.hnos.alonso@gmail.com;000513328;FRANCISCO GUZMAN, 27, 01261;ILLESCAS, ESPAÑA
PROMOTORA CONSTRUCTORA PEDROARENA, S.L.;;marisa@pedroarena.com;008312884;POLIGONO TALLUNTXE, C/ B, 56, 02907;NOAIN, ESPAÑA
PROMOTORA DE LA RIBERA, S.L.;;;000757175;SAN EZEQUIEL, 16 - BAJO, 01183;MARCILLA, ESPAÑA
PROMOTORA DEL GARRAF, S.A.;;;008448041;BARCELONA, S/N, 00193;SANTA EULALIA DE RONÇANA, ESPAÑA
PROMOTORA MONTESAGRA, S.L.;;;91-8451018;ZURBARAN, 10   LOCAL-2, 00839;COLMENAR VIEJO, ESPAÑA
PROMOVI, S.L.;;629626075 MIRIAN;005609034;OPORTO, 6, 1ºD, 01003;MADRID, ESPAÑA
PROSAJA, S.L.;;;000000000;GONZALO DE BERCEO, 72, 00835;MADRID, ESPAÑA
PROVISER IBÉRICA, S.L.;;proviser@proviser.es;000100029;SAN JULIÁN, 8, 1º IZQDA., 02932;NAJERA, ESPAÑA
PROY. Y CONTRATAS ERGOCAN, S.L.;;;000353502;LOPEZ ROJAS, 21, 01721;MONTIEL, ESPAÑA
PROY. Y CTNES. HNOS. PAJARES, S.L.;;;000000000;NICOLAS USERA, 19, 00780;MADRID, ESPAÑA
PROYECSA YESOS, S.L.U.;;reviriego@bigmat.es;000251164;VASCO NUÑEZ DE BALBOA, 64, 02815;MARCHAMALO, ESPAÑA
PROYECTADO PRAMOVER, S.L.;;;616 079032;JUAN RAMON JIMENEZ, 1, 02233;ALCORCON, ESPAÑA
PROYECTOS CONSTRUCCION E INTERIORISMO, S.A.;;albertoa@procoin.es;005980808;PEÑA BRAVA, 21, 02312;LLANERA, ESPAÑA
PROYECTOS CONSTRUCTIVOS MODERNOS, S.L.;;;000101169;INOCENCIO FERNANDEZ, 81, 1º C, 02549;MADRID, ESPAÑA
PROYECTOS ELECTRONICOS INDUSTRIALES, S.L.;;;000551755;SAN LUIS, 2 BAJO, 02841;ALMASSORA, ESPAÑA
PROYECTOS INMOBILIARIOS IBIZA XXI S.L;;;000000000;DE LA CASTELLANA 153, 02555;MADRID, ESPAÑA
PROYECTOS INMOBILIARIOS MAGGMA, S.L.;;info@maggma.es;002820182;BOCANGEL, 28    3º  CENTRO, 01091;MADRID, ESPAÑA
PROYECTOS PAO, S.L.;;;619293287;AVDA. DE ROMA, 25 - LOCAL, 00637;COSLADA, ESPAÑA
PROYECTOS PROYCONFA, S.L.;;;006805119;CIEMPOZUELOS, 40, 02825;LEGANES, ESPAÑA
PROYECTOS SERINAR, S.L.;;rcampoamorg@serinar.com;003141785;CASTELLANA, 228. 3º IZDA., 02009;MADRID, ESPAÑA
PROYECTOS SINGULARES ADAMA, S.L.;;admon.adama@gmail.com;000000000;AGATHA CHRISTIE, 83, 02575;MADRID, ESPAÑA
PROYECTOS Y DISEÑOS ALBA, S.L.;;info@proyectosalba.com;000557430;REAL, 163 LOCAL, 01394;YUNCOS, ESPAÑA
PROYECTOS Y DISEÑOS, S.A.;;925533347;000205362;REY JUAN CARLOS I,, 01387;PUEBLA DE ALMORADIEL, ESPAÑA
PROYECTOS Y EDIF. BARRO, S.L.;;pebarro@barchan.es;008155235;CRISTO, 2, 1º A, 01659;VILLANUEVA DE LA CAÑADA, ESPAÑA
PROYECTOS Y RESTAURACIONES COPROMO, S.L.;;elfactorydelaconstruccion@hotmail.es;000514513;ZURBARAN, 15, 02038;TOMELLOSO, ESPAÑA
PROYECTOS,DCCION. Y CONTROL DE OBRAS, S.L.;;;000000000;CAMINO DE LA ZARZUELA, 15, 01535;ARAVACA, ESPAÑA
PROYME INGENIERIA Y CONSTRUCCION, S.L.;;;001752596;IND. SUR, PARCELA 8B, 02972;ALGINET, ESPAÑA
PTOS. CCOS. CETOSA, S.A.;;comercial@pccetosa.com;006424244;PAPIRO, 1**POL. IND. LA CANTUEÑA, 00559;FUENLABRADA, ESPAÑA
PTOS. CERAMICOS TOB, S.L.;;;006806750;AVD. REY JUAN CARLOS 1º, 84-2¬ OF. 1, 00484;LEGANES, ESPAÑA
PTOS. MAT. C. VILLAVERDE, S.L.;;promacovi@bigmat.es;007978250;SAN NOBERTO, 21, 00739;MADRID, ESPAÑA
PTOS.CCOS. EL CARMEN, S.L.;;;916463292;BERARDO MARTIN, 18 BAJO A, 00623;MOSTOLES, ESPAÑA
PUERTAS PUERTO VALENCIA UTE;;registro.entrada@roveralcisa.com;661384388;CAVANILLES, 28, 02600;VALENCIA, ESPAÑA
PUJOL ELEMENTS, S.A.;;;000601100;PLAÇA DE L'ESPORT, 1, 01593;MOLLERUSA, ESPAÑA
PURIFICACION LOPEZ MELGUIZO;;;000780001;DEL SUR, 80, 01734;DURCAL, ESPAÑA
QUABIT CONSTRUCCION, S.A.;;facturas@quabitconstruccion.com;000234020;DOCTOR FLEMING, 1, 02924;ALOVERA, ESPAÑA
QUEENS BRICK & CLADDING SYS;;;000000000;3 GEOFFREY DRIVE, 02791;KINNELON, EE.UU.
QUERCUS TIERRA, S.L.;;veronica@carreteromartin.com;008694175;SAN RESTITUTO, 76, 1º B, 02018;MADRID, ESPAÑA
QUESADA HOSA, S.L.;;;000000000;DEL PARQUE, 9, 00675;BRUNETE, ESPAÑA
QÜESTIÓ D'ESPAI, S.L.;;raquelpagan@qde.cat;000000000;AVDA. BARCELONA, 211 NAVE 6-POL. EL PLÀ, 03004;MOLINS DE REI, ESPAÑA
QUILES, S.L.;;;006613145;NOVELDA, 145, 00073;ELCHE, ESPAÑA
QUIÑONES CAMACHO HERMANOS, S.L.;;;000310905;ACERA DEL CRISTO, 00343;VALDEPEÑAS, ESPAÑA
R. PEINADO, S.A.;;rpeinadorep@infonegocio.com;000613308;AUTOVIA ANDALUCIA KM. 171,6, 00325;MANZANARES, ESPAÑA
RADHAKRISHNA BRICKS INDUSTRIES;;;000000000;R.K.HOUSE,OPP.POWER HOUSE,BHURAVAV, 02336;GUJARAT, INDIA
RADWELL INTERNATIONAL UK LTD;;ukonline_pic@piccenter.co.uk;000000000;UNIT D, DALEWOOD ROAD - NEWCASTLE, 02568;, REINO UNIDO
RAFAEL  AMAYA MURILLO;;;924893636;PRIETO MOLINA, 67, 00169;AZUAGA, ESPAÑA
RAFAEL A. RODRIGUEZ Y ARAGON;;;918457869;LIBERTAD, 75, 00740;COLMENAR VIEJO, ESPAÑA
RAFAEL CORTES MEDINA;;;000000000;BUTARQUE,7, 00685;LEGANES, ESPAÑA
RAFAEL GUERRA AVILA;;;000000000;TRAVESÍA DE SAN MATEO, 01025;MADRID, ESPAÑA
RAFAEL HERNANDEZ ZAZO;;;920-281049;SANTA TERESA, 105, 00088;EL BARRACO, ESPAÑA
RAFAEL MOLINS E HIJAS, S.L.;;;001420228;MOLI DE VENT, 20, 02513;PUZOL, ESPAÑA
RAFAEL SALAZAR E HIJOS, S.L.;;;968708327;CTRA. DE GRANADA, KM. 1, 01140;CARAVACA DE LA CRUZ, ESPAÑA
RAFAEL SANCHEZ HERNANDEZ;;;008142200;PLAZA DE LA CONSTITUCION, 2, 01100;CUBAS DE LA SAGRA, ESPAÑA
RAHEPI GESTION Y DESARROLLO, S.L.;;;000000000;COSTA BRAVA, 24 PISO 6º B EDIF. I, 02316;MADRID, ESPAÑA
RAIMUNDO BENITEZ LOPEZ;;;969-292377;CTRA. MADRID-VALENCIA KM. 167, 00393;HONRUBIA, ESPAÑA
RAIMUNDO GUZMAN LOZANO;;;;BURGOS, 21, 01342;CORRAL DE ALMAGUER, ESPAÑA
RAMIGO, C.B.;;;000571208;SANTIAGO, S/N, 01539;HERENCIA, ESPAÑA
RAMIREZ MARTIN E HIJOS, S.L.;;;915088886;CIDRO, 16 - POL. TAMAMES AGUACATE, 00605;MADRID, ESPAÑA
RAMON ARROYO ESPINOSA;;;000861008;RONDA DE CALATRAVA, 00350;ALMAGRO, ESPAÑA
RAMON CORRAL PRIETO;;;000000000;JAUME I, 1, 02910;SAN FOST DE CAMPCENTELLES, ESPAÑA
RAMON LAMBEA SANCHO, S.L.;;ramonlambea@yahoo.es;000000000;POLIGONO SANTA BARBARA, S/N, 01790;UTRILLAS, ESPAÑA
RAMON MAGRIÑA BATALLA, S.A.;;;000600210;MONTBLANC, 01561;VALLS, ESPAÑA
RAMON REQUENA RUIZ;;;000523055;BATANES, 38, 01859;ARGAMASILLA DE ALBA, ESPAÑA
RAMON Y CONCHI, S.A.;;const_racosa@ozu.es;006836892;ILUSTRACION, 3, 00612;GETAFE, ESPAÑA
RAOSCA INVERSIONES INMOBILIARIAS, S.L.;;tu_inmo@hotmail.com;007337704;CAPITAN BLANCO ARGIBAY, 84, 01811;MADRID, ESPAÑA
RAPTOR IBERICA, S.L.;;;000000000;CALERUEGA, 61 LOCAL 2, 02985;MADRID, ESPAÑA
RAUL RUFO MARTIN;;;008414098;SANTA ANA, 02096;VALDETORRES DE JARAMA, ESPAÑA
RAUM 4142, C.B.;;raum@raum4142.com;000000000;HILARION ESLAVA, 29, 11 C, 03001;MADRID, ESPAÑA
RAVI OBRAS, TRANSPORTES Y EXCAVACIONES, S.L.;;;000321652;IND. RIU SEC, PARC. 2 S/N, 02754;BORRIOL, ESPAÑA
RAYSO SERVICIOS 2014, S.L.;;gerencia@rayso.es;960640683;ALBACETE, 02621;ALACUAS, ESPAÑA
RAYZAR-ALBA, S.L.;;;000000000;CONDE DE LA CAÑADA, 4, 01913;ALBADALEJO, ESPAÑA
RCS REFORMAS EN GENERAL, S.L.;;;006926176;SAN MARTIN, LOCAL 17, 01660;PINTO, ESPAÑA
REB INDUSTRIES PVT, LTD.;;;000000000;/T, TIRUMALA 12TH, MAIN ROAD, RAJALI, 02660;BANGALORE CITY, INDIA
RECESTUR, S.L.;;oficina@gruporecestur.com;000780243;PILARILLO, 7, 02239;DURCAL, ESPAÑA
RECICLAJES POZO CAÑADA, S.L;;;967250615;AVDA. DE LA CONCORDIA, 101, 00040;POZO CAÑAD, ESPAÑA
RECOTEC MANTENIMENTS, S.L.;;compres@ablgroup.es;000000000;LLISÁ, 8, NAVE 3, 02874;L'AMETLLA DEL VALLÈS, ESPAÑA
RECUP. Y TRANSF. METALICAS MOYA Y CRESPO, S.L.;;;000544620;P.I. LA JERECITA AVDA. INDUSTRIA, 7-9, 02799;VILLALUENGA DE LA SAGRA, ESPAÑA
RECUPERACIONES MAM, S.L.;;imcsergio@hotmail.com;000544620;UGENA-CARRANQUE, PARCELA 57, 02704;UGENA, ESPAÑA
RED ELECTRICA DE ESPAÑA, S.A.;;;000000000;CONDE DE LOS GAITANES, 02049;ALCOBENDAS, ESPAÑA
REDONDO AUTOMOCION, S.L.;;;000000000;CTRA. MADRID-TOLEDO, KM. 37, 01349;ILLESCAS, ESPAÑA
REF. INTERIORES CTNES. TOMELLOSO, S.L.;;;000502929;DON VICTOR, 57, 01553;TOMELLOSO, ESPAÑA
REF. Y OBRAS CRUZ MARTINEZ, S.L.;;;006979467;CAÑAVERAL, 00989;GRIÑON, ESPAÑA
REFORANDINA SERVICIOS, S.L.U.;;;000000000;CARTAGO, 27  3ºA, 02497;MADRID, ESPAÑA
REFORMA DE FINCAS, S.A.;;;954680968;POL, LOS MERINALES,  NAVE 8, 01217;DOS HERMANAS, ESPAÑA
REFORMAS EN GENERAL JIM, S.L.;;jimreformas24@gmail.com;636239849;OLIMPICA CONCHITA PUIG, 3 LOCAL, 02562;ALCORCON, ESPAÑA
REFORMAS GALAPAGAR, S.L.;;;000000000;MANZANARES, 26 LOC.1, 00932;MADRID, ESPAÑA
REFORMAS HERNANDEZ, C.B.;;;000000000;CAMINO DE LAS VIÑAS,14, 00598;PALOMEQUE, ESPAÑA
REFORMAS JOSIL, S.L.;;;915611224;ZABALETA, 5  LOCAL 4, 00843;MADRID, ESPAÑA
REFORMAS NOAL, S.L.;;ivansanchez@reformasnoal.com;000000000;DUQUESA VILLAHERMOSA, 34, 02896;ZARAGOZA, ESPAÑA
REFORMAS Y CONSTRUCCIONES DOPICO, S.L.;;;000000000;CAMINO DE ARTXIPI, 116 BAJO, 02803;SAN SEBASTIAN, ESPAÑA
REFORMAS Y CONSTRUCCIONES REYCAR, S.L.;;;000000000;ALMAZARA, 36, 1º B, 02566;GOJAR, ESPAÑA
REFORMAS Y MANTENIMIENTOS NEO, S.L.;;;000000000;TENERIFE, 8, 02732;HUMANES DE MADRID, ESPAÑA
REFORMAS Y PROYECTOS MEJORADA, S.L.;;;006681440;CAMINO DE LA PRESA, 00966;MEJORADA DEL CAMPO, ESPAÑA
REFRATECHNIK CERAMICS GMBH;;ceramics@refra.com;005427810;BARKHAUSENER STR.55, 02376;MELLE, ALEMANIA
REFRATTARI SPECIALI, S.P.A.;;info@refrattari-speciali.it;536851785;DELLA REPUBLICA, 26, 02958;CASTELLARANO, ITALIA
REGINALDO ELIAS DE SOUZA;;;000000000;PLZA. LUIS ANTEZANA, 16 BAJO, 02515;ALCALA DE HENARES, ESPAÑA
REHABILITACIONES ALFA Y OMEGA, S.L.U.;;alfayomega_rehabilitaciones@yahoo.es;625 068 418;DEL OLMO, 10, 02196;ESPINOSA DEL HENARES, ESPAÑA
REHABILITACIONES Y CONSTRUCCIONES ILARRI, S.L.;;;008888149;PINTOR GOYA, 18, 02060;SOS DEL REY CATOLICO, ESPAÑA
REHABISORIA, S.L.;;;000000000;LA FUENTE, 10, 02308;MIÑO DE SAN ESTEBAN, ESPAÑA
REHADECOR OBRAS Y PROYECTOS, S.L.;;rehadecor.sc@hotmail.com;000000000;VAZQUEZ DIAZ, 7, 02705;MAIRENA DE ALCOR, ESPAÑA
REICOM, S.L.;;;;NAVARRA, 24 BIS  1º C  DCHA., 01567;MADRID, ESPAÑA
REMASTERS BVBA;;;000000000;KONTICHSESTEENWEG, 02537;AARTSELAAR, BELGICA
RENOVATIO GESTION, S.L.;;joseandradeh@gmail.com;000000000;DEL CRISTO, 5, 02293;MOSTOLES, ESPAÑA
RENUEVA DISEÑO Y CONSTRUCCION, S.L.;;;000000000;PLAZA MARQUES DE SALAMANCA, 11*ENT. D, 02318;MADRID, ESPAÑA
REQUENA ORDOÑEZ, S.L.;;;000523035;SANTA MARIA 80, 00335;ARGAMASILLA DE ALBA, ESPAÑA
RES. CASTILLO DE SESEÑA, S.L;;;925-540249;PLAZA DE ESPAÑA, 1, 01313;ESQUIVIAS, ESPAÑA
RES. ERAS DE BRUNETE, S.L.;;;918158420;DEL PARQUE, 9, 00608;BRUNETE, ESPAÑA
RESTAURACION QUIÑONES, S.L.;;;000000000;REINA VICTORIA, 26, 01708;ALPEDRETE, ESPAÑA
RESTAURACION Y REHABILITACION EDIFICO, S.L.;;infoedifico@gmail.com;000000000;POL. IND. EL GORDILLO,  C/ D  NAVE 31, 02834;SAN JOSÉ DE LA RINCONADA, ESPAÑA
REV. MEDINA SIYASA, S.L.;;;000763281;JUAN XXIII,, 01175;CIEZA, ESPAÑA
REVENGA INGENIEROS, S.A.;;bfraile@revenga.com;008061810;DE LA FRAGUA, 01080;TRES CANTOS, ESPAÑA
REVESTIMIENTOS JAEN, S.L.;;;008140812;FUENLABRADA-GRIÑON KM, 7,5, 01647;GRIÑON, ESPAÑA
REVILUIS, S.L.;;reviluis@teleline.es;000240433;CTRA. DE SANTO TOME, S/N, 02028;SAN PEDRO DEL ARROYO, ESPAÑA
REVOCOS CONSTRUCCION YEYI, S.L.;;;647 524826;LA PALOMA, 35, 02406;PARLA, ESPAÑA
REYCO OBRAS Y ALBAÑILERIA, S.L;;;616801464;AVDA. CONDESA DE CHINCHON, 25 CHALET 77, 00876;BOADILLA DEL MONTE, ESPAÑA
REYEMPA, S.L.;;;000865142;ROLLO, 00329;ALDEA DEL REY, ESPAÑA
RIBEGAR INTERIORES, S.L.;;info@ribegar.com;000463432;CIRCUNVALACION, KM. 1,600, 02102;CAMPONARAYA, ESPAÑA
RICARDO GALA, S.C.;;;916382265;DR. MARAÑON, 13 Y 1, 00703;MAJADAHONDA, ESPAÑA
RICARDO TORTAJADA SANCHEZ;;materialestortajada@gmail.com;000864656;IND. EL TOLLO, PARC. 722, 02269;MONREAL DEL CAMPO, ESPAÑA
RIOSMAT, S.L.;;;923-500049;SAN JUAN DE DIOS, 1, 01197;VITIGUDINO, ESPAÑA
RIUS ORPELLA CONSTRUCTOR D´OBRES, S.L.;;constructor@riusorpella.com;000500540;PAU FERRAN, 6 BAJO, 02063;TARREGA, ESPAÑA
RIVILLA Y YEBENES, S.L.;;;000000000;APARTADERO DE CALATRAVA, 1, 02129;PUERTOLLANO, ESPAÑA
ROAN Y PULO, S.L.;;;650955070;PASEO DE LAS ARBOLEDAS, 11, 01988;NOVES, ESPAÑA
ROBERT THOMAS METALL GmbH & Co. KG;;ingo@rotho.de;35788-0;HELLERSTRABE, 01500;NEUNKIRCHEN, ALEMANIA
ROBERTO BRUÑA LOPEZ;;;000000000;HELSINSKI, 64, 02577;SESEÑA, ESPAÑA
ROBERTO LOPEZ LANZAROTE;;;000000000;ORQUIDEAS, 25, 02678;ALBERCHE DEL CAUDILLO, ESPAÑA
ROBERTO MANSO MANZANERA;;;980-606653;EL PEGO, S/Nº, 01490;VILLABUEBA DEL PUENTE, ESPAÑA
ROBERTO MORENO FERNANDEZ;;;000000000;TOPACIO, 25, 02255;YELES, ESPAÑA
ROBERTO ROMERO DOMINGUEZ;;;000380398;CTRA. DE MADRID-CIUDAD REAL, KM. 95, 01926;SONSECA, ESPAÑA
ROBERTSON'S BUILDING PRODUCTS PLY LTD;;sales@robertsons.co;000999599;Building 6 - 650 Church Street, 02331;CREMORNE CIV 3121, AUSTRALIA
ROCA GUADALBEACH, S.L.;;;000000000;ZAMORA, S/N, 00935;PARLA, ESPAÑA
ROCADEN, S.L.;;;609430317;CONVENTO, 16, 00751;CUBAS DE LA SAGRA, ESPAÑA
ROCATUBO, S.A.;;;968678019;CTRA. ABANILLA-SANTOMERA, 01170;ABANILLA, ESPAÑA
ROCIO NAVARRO DEL CASTILLO;;rocionavarro@icloud.com;625376249;CASTREJON, 02845;BURUJON, ESPAÑA
RODOLFO BLANCO DE LA IGLESIA;;;000283282;GOYA, 33, 00108;BURGOHONDO, ESPAÑA
RODRIGO OTERO PARRA;;;000000000;ESCORIAL, 8, 03100;ALAMEDA DE LA SAGRA, ESPAÑA
RODRIGUEZ OLMOS, S.L.;;;968720144;AVDA. JUAN RAMON JIMENEZ, 173, 01127;CALASPARRA, ESPAÑA
RODRIGUEZ Y MOÑINO, S.L.;;;000000000;ALCALDE JOSE RODRIGUEZ, 76, 02204;DOLORES, ESPAÑA
RODRIGUEZ Y MUÑOZ E HIJOS, S.L.;;decorym@terra.com;000515103;VIA DE SERVICIO A-92, S/N, 02178;CIJUELA, ESPAÑA
RODRIGUEZ Y SOBRINOS, S.L.;;antonio@rodriguezysobrinos.com;914088791;VITAL AZA, 24, 00889;MADRID, ESPAÑA
ROGASA CONSTRUCCIONES Y CONTRATAS, S.A.;;mmontes@rogasa.com;006401865;"OSONA, 1 PARC DE NEGOCIS ""MAS BLAU"", 02753";EL PRAT DE LLOBREGAT, ESPAÑA
ROHE, S.L.;;;005796354;LERIDA, 80, 00646;MADRID, ESPAÑA
ROIG CONSTRUCCIONS I SERVEIS, S.L.;;;004519194;DIAGONAL, 361, 3º 1º, 02872;BARCELONA, ESPAÑA
ROJOGA Y REF. TALAVERA, S.L.;;rubenhg77@gmail.com;000815132;CARPINTERIA, 43**P.I. VALDEFUENTES, 01611;PEPINO, ESPAÑA
ROLYSIG GLOBAL EXPRESS, S.L.;;;000000000;FRANCISCA TORRES CATALÁN, 10, 01037;MADRID, ESPAÑA
ROMERAL ZAFRA, S.L.;;;630929083;ALBERTO MARTINEZ, 1 BAJO, 02228;MOTA DEL CUERVO, ESPAÑA
ROPERO E HIJOS, S.A.;;;000543550;CERVERA, 00328;ALCAZAR DE SAN JUAN, ESPAÑA
ROQUE PEREZ VIDAL, S.A.;;;006582849;BRIONES, 00558;MADRID, ESPAÑA
ROSA MARIA MARTIN BARRERA;;;000000000;ALFREDO MARQUERIE, 9, 02235;MADRID, ESPAÑA
ROSA MORA LOPEZ;;;925508003;PRADO, 9, 01259;CEDILLO DEL CONDADO, ESPAÑA
ROVER ALCISA, S.A.;;;004444480;OCHANDIANO, 18. EL PLANTIO, 02387;MADRID, ESPAÑA
ROVER INFRAESTRUCTURAS, S.A.;;;000000000;BOTÁNICO CAVANILLES, 28, 02690;VALENCIA, ESPAÑA
ROYGO, S.L.;;;914601751;ALEJANDRO SANCHEZ, 60 NAVE, 00659;MADRID, ESPAÑA
ROYO MOLINA, S.L. MAT. PARA LA CONSTRUCCION;;;000573025;SAN VICENTE DE PAUL, 52, 4º DCHA., 02035;ZARAGOZA, ESPAÑA
RS A2 CONSULTING GROUP, S.L.;;dsole66@gmail.com;000000000;ANSELM CLAVÉ, 2, 02756;GRANOLLERS, ESPAÑA
RT CONSTRUCCIONES Y SERVICIOS TRUST, S.L.;;;000000000;SEIS, 10 BAJO A, 02681;MADRID, ESPAÑA
RUALJE 2002, S.L.;;;926504864;RAFAEL FINAT, 15, 1ºB, 01538;MADRID, ESPAÑA
RUALJE TOMELLOSO, S.L.;;;;RAFAEL FINAT, 15 1º B, 01774;MADRID, ESPAÑA
RUBEN CASTELLANOS 2020, S.L.;;;000782025;TOLEDO-AVILA, KM. 52,300, 02832;ESCALONA, ESPAÑA
RUBEN CASTRO RODRIGUEZ;;;000000000;LUIS GARCIA BERLANGA, 1 PORT. 3 ATICO B, 02630;RIVAS VACIAMADRID, ESPAÑA
RUFER, CTNES. Y REFORMAS, S.L.;;;625443375;SOROLLA, 00105;BURGOHONDO, ESPAÑA
